drug_name,drug_id,ind_name,ind_id,status,phase,DetailedStatus,prior_repurposing_count,dc_struct_id,dc_approval_date,established_product,why_stopped_classification,label,split
Norethisterone,DB00717,Secondary physiologic amenorrhea,C0232940,Approved,,,8,1964,,False,,repurposed-success,confirmation
Norethisterone,DB00717,Menorrhagia,C0025323,Approved,,,8,1964,,False,,repurposed-success,confirmation
Norethisterone,DB00717,Female hypogonadism syndrome,C0271578,Approved,,,8,1964,,False,,repurposed-success,confirmation
Norethisterone,DB00717,Hot flushes,C0600142,Approved,,,8,1964,,False,,repurposed-success,confirmation
Norethisterone,DB00717,Atrophy of vulva,C0156393,Approved,,,8,1964,,False,,repurposed-success,confirmation
Norethisterone,DB00717,Metrorrhagia,C0025874,Approved,,,8,1964,,False,,repurposed-success,confirmation
Norethisterone,DB00717,Acne Vulgaris,C0001144,Approved,,,8,1964,,False,,repurposed-success,confirmation
Norethisterone,DB00717,Endometriosis,C0014175,Approved,,,8,1964,,False,,repurposed-success,confirmation
Adefovir Dipivoxil,DB00718,"Hepatitis B, Chronic",C0524909,Approved,,,0,88,2002-09-20,True,,original-approval,discovery
Azatadine,DB00719,Pruritus,C0033774,Approved,,,10,268,1977-03-29,True,,repurposed-success,confirmation
Azatadine,DB00719,Nasal congestion (finding),C0027424,Approved,,,10,268,1977-03-29,True,,repurposed-success,confirmation
Azatadine,DB00719,Sneezing,C0037383,Approved,,,10,268,1977-03-29,True,,repurposed-success,confirmation
Azatadine,DB00719,Common Cold,C0009443,Approved,,,10,268,1977-03-29,True,,repurposed-success,confirmation
Azatadine,DB00719,Urticaria,C0042109,Approved,,,10,268,1977-03-29,True,,repurposed-success,confirmation
Azatadine,DB00719,"Rhinitis, Vasomotor",C0035460,Approved,,,10,268,1977-03-29,True,,repurposed-success,confirmation
Azatadine,DB00719,Allergic rhinitis (disorder),C2607914,Approved,,,10,268,1977-03-29,True,,repurposed-success,confirmation
Azatadine,DB00719,Allergic Conjunctivitis,C0009766,Approved,,,10,268,1977-03-29,True,,repurposed-success,confirmation
Azatadine,DB00719,Rhinorrhea,C1260880,Approved,,,10,268,1977-03-29,True,,repurposed-success,confirmation
Azatadine,DB00719,Hay fever,C0018621,Approved,,,10,268,1977-03-29,True,,repurposed-success,confirmation
Azatadine,DB00719,Symptomatic dermographism,C0343065,Approved,,,10,268,1977-03-29,True,,repurposed-success,confirmation
Lisinopril,DB00722,Myocardial Infarction,C0027051,Approved,,,2,1587,1987-12-29,True,,repurposed-success,confirmation
Lisinopril,DB00722,Chronic heart failure,C0264716,Approved,,,2,1587,1987-12-29,True,,repurposed-success,confirmation
Lisinopril,DB00722,Hypertensive disease,C0020538,Approved,,,2,1587,1987-12-29,True,,repurposed-success,confirmation
Methoxamine,DB00723,Paroxysmal supraventricular tachycardia,C0030590,Approved,,,0,1753,,False,,original-approval,confirmation
Imiquimod,DB00724,Condylomata Acuminata,C0009663,Approved,,,3,1429,1997-02-27,True,,repurposed-success,discovery
Imiquimod,DB00724,Superficial basal cell carcinoma,C0862889,Approved,,,3,1429,1997-02-27,True,,repurposed-success,discovery
Imiquimod,DB00724,Actinic keratosis,C0022602,Approved,,,3,1429,1997-02-27,True,,repurposed-success,discovery
Imiquimod,DB00724,Common wart,C0043037,Approved,,,3,1429,1997-02-27,True,,repurposed-success,discovery
Homatropine Methylbromide,DB00725,Coughing,C0010200,Approved,,,2,1380,1943-03-23,True,,repurposed-success,confirmation
Homatropine Methylbromide,DB00725,Irritable Bowel Syndrome,C0022104,Approved,,,2,1380,1943-03-23,True,,repurposed-success,confirmation
Homatropine Methylbromide,DB00725,Peptic Ulcer,C0030920,Approved,,,2,1380,1943-03-23,True,,repurposed-success,confirmation
Trimipramine,DB00726,Depressive disorder,C0011581,Approved,,,0,2758,1979-06-12,True,,original-approval,confirmation
Nitroglycerin,DB00727,Perioperative hypertension,C3661921,Approved,,,0,1952,1981-05-28,True,,original-approval,confirmation
Thiabendazole,DB00730,"Larva Migrans, Cutaneous",C0546999,Approved,,,7,2621,1967-04-07,True,,repurposed-success,discovery
Thiabendazole,DB00730,Infection by Uncinaria,C0041648,Approved,,,7,2621,1967-04-07,True,,repurposed-success,discovery
Thiabendazole,DB00730,Toxocariasis,C0040553,Approved,,,7,2621,1967-04-07,True,,repurposed-success,discovery
Thiabendazole,DB00730,Enterobiasis,C0086227,Approved,,,7,2621,1967-04-07,True,,repurposed-success,discovery
Thiabendazole,DB00730,Trichinellosis,C0040896,Approved,,,7,2621,1967-04-07,True,,repurposed-success,discovery
Thiabendazole,DB00730,Ascariasis,C0003950,Approved,,,7,2621,1967-04-07,True,,repurposed-success,discovery
Thiabendazole,DB00730,Infection by Trichuris trichiura,C0040954,Approved,,,7,2621,1967-04-07,True,,repurposed-success,discovery
Thiabendazole,DB00730,Strongyloidiasis,C0038463,Approved,,,7,2621,1967-04-07,True,,repurposed-success,discovery
Nateglinide,DB00731,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,Approved,,,0,1886,2000-12-22,True,,original-approval,discovery
Pralidoxime,DB00733,Organophosphate poisoning,C0700359,Approved,,,0,2231,1964-03-11,True,,original-approval,discovery
Risperidone,DB00734,Schizophrenia,C0036341,Approved,,,4,2389,1993-12-29,True,,repurposed-success,discovery
Risperidone,DB00734,Bipolar disorder in remission,C0270425,Approved,,,4,2389,1993-12-29,True,,repurposed-success,discovery
Risperidone,DB00734,Autistic Disorder,C0004352,Approved,,,4,2389,1993-12-29,True,,repurposed-success,discovery
Risperidone,DB00734,Mixed bipolar I disorder,C0236780,Approved,,,4,2389,1993-12-29,True,,repurposed-success,discovery
Risperidone,DB00734,"Bipolar affective disorder, current episode manic",C0338873,Approved,,,4,2389,1993-12-29,True,,repurposed-success,discovery
Naftifine,DB00735,Tinea Pedis,C0040259,Approved,,,2,1872,1988-02-29,True,,repurposed-success,confirmation
Naftifine,DB00735,Tinea corporis (disorder),C0040252,Approved,,,2,1872,1988-02-29,True,,repurposed-success,confirmation
Naftifine,DB00735,Tinea cruris,C1384589,Approved,,,2,1872,1988-02-29,True,,repurposed-success,confirmation
Esomeprazole,DB00736,Erosive esophagitis,C0267055,Approved,,,4,1055,2001-02-20,True,,repurposed-success,confirmation
Esomeprazole,DB00736,Zollinger-Ellison syndrome,C0043515,Approved,,,4,1055,2001-02-20,True,,repurposed-success,confirmation
Esomeprazole,DB00736,Peptic Esophagitis,C0014869,Approved,,,4,1055,2001-02-20,True,,repurposed-success,confirmation
Esomeprazole,DB00736,Gastroesophageal reflux disease,C0017168,Approved,,,4,1055,2001-02-20,True,,repurposed-success,confirmation
Esomeprazole,DB00736,Peptic Ulcer,C0030920,Approved,,,4,1055,2001-02-20,True,,repurposed-success,confirmation
Meclizine,DB00737,Vertigo,C0042571,Approved,,,1,1649,1957-02-14,True,,repurposed-success,confirmation
Meclizine,DB00737,Motion Sickness,C0026603,Approved,,,1,1649,1957-02-14,True,,repurposed-success,confirmation
Pentamidine,DB00738,African Trypanosomiasis,C0041228,Approved,,,0,2090,1984-10-16,True,,original-approval,confirmation
Riluzole,DB00740,Amyotrophic Lateral Sclerosis,C0002736,Approved,,,0,2382,1995-12-12,True,,original-approval,discovery
Mannitol,DB00742,Ocular Hypertension,C0028840,Approved,,,4,935,1964-06-08,True,,repurposed-success,discovery
Mannitol,DB00742,Edema,C0013604,Approved,,,4,935,1964-06-08,True,,repurposed-success,discovery
Mannitol,DB00742,Pseudotumor Cerebri,C0033845,Approved,,,4,935,1964-06-08,True,,repurposed-success,discovery
Mannitol,DB00742,Cerebral Edema,C0006114,Approved,,,4,935,1964-06-08,True,,repurposed-success,discovery
Mannitol,DB00742,Cystic Fibrosis,C0010674,Approved,,,4,935,1964-06-08,True,,repurposed-success,discovery
Zileuton,DB00744,Allergic asthma,C0155877,Approved,,,1,2862,1996-12-09,True,,repurposed-success,confirmation
Zileuton,DB00744,Intrinsic asthma,C0155880,Approved,,,1,2862,1996-12-09,True,,repurposed-success,confirmation
Modafinil,DB00745,Narcolepsy,C0027404,Approved,,,0,1826,1998-12-24,True,,original-approval,discovery
Deferoxamine,DB00746,Chronic iron overload,C1739382,Approved,,,1,792,1968-04-01,True,,repurposed-success,discovery
Deferoxamine,DB00746,Poisoning by iron AND/OR its compounds,C0412842,Approved,,,1,792,1968-04-01,True,,repurposed-success,discovery
Scopolamine,DB00747,Rhinorrhea,C1260880,Approved,,,13,2424,1979-12-31,True,,repurposed-success,discovery
Scopolamine,DB00747,Posterior synechiae,C0152253,Approved,,,13,2424,1979-12-31,True,,repurposed-success,discovery
Scopolamine,DB00747,"Rhinitis, Vasomotor",C0035460,Approved,,,13,2424,1979-12-31,True,,repurposed-success,discovery
Scopolamine,DB00747,Uveitis,C0042164,Approved,,,13,2424,1979-12-31,True,,repurposed-success,discovery
Scopolamine,DB00747,Peptic Ulcer,C0030920,Approved,,,13,2424,1979-12-31,True,,repurposed-success,discovery
Scopolamine,DB00747,Mydriasis,C0026961,Approved,,,13,2424,1979-12-31,True,,repurposed-success,discovery
Scopolamine,DB00747,Irritable Bowel Syndrome,C0022104,Approved,,,13,2424,1979-12-31,True,,repurposed-success,discovery
Scopolamine,DB00747,Nasal congestion (finding),C0027424,Approved,,,13,2424,1979-12-31,True,,repurposed-success,discovery
Scopolamine,DB00747,Cycloplegia,C0235238,Approved,,,13,2424,1979-12-31,True,,repurposed-success,discovery
Scopolamine,DB00747,Allergic rhinitis (disorder),C2607914,Approved,,,13,2424,1979-12-31,True,,repurposed-success,discovery
Scopolamine,DB00747,Coughing,C0010200,Approved,,,13,2424,1979-12-31,True,,repurposed-success,discovery
Scopolamine,DB00747,Iridocyclitis,C0022073,Approved,,,13,2424,1979-12-31,True,,repurposed-success,discovery
Scopolamine,DB00747,Motion Sickness,C0026603,Approved,,,13,2424,1979-12-31,True,,repurposed-success,discovery
Scopolamine,DB00747,Common Cold,C0009443,Approved,,,13,2424,1979-12-31,True,,repurposed-success,discovery
Carbinoxamine,DB00748,Symptomatic dermographism,C0343065,Approved,,,8,499,1974-12-27,True,,repurposed-success,discovery
Carbinoxamine,DB00748,Hay fever,C0018621,Approved,,,8,499,1974-12-27,True,,repurposed-success,discovery
Carbinoxamine,DB00748,Pruritus,C0033774,Approved,,,8,499,1974-12-27,True,,repurposed-success,discovery
Carbinoxamine,DB00748,Urticaria,C0042109,Approved,,,8,499,1974-12-27,True,,repurposed-success,discovery
Carbinoxamine,DB00748,"Rhinitis, Vasomotor",C0035460,Approved,,,8,499,1974-12-27,True,,repurposed-success,discovery
Carbinoxamine,DB00748,Allergic rhinitis (disorder),C2607914,Approved,,,8,499,1974-12-27,True,,repurposed-success,discovery
Carbinoxamine,DB00748,Common Cold,C0009443,Approved,,,8,499,1974-12-27,True,,repurposed-success,discovery
Carbinoxamine,DB00748,Allergic Conjunctivitis,C0009766,Approved,,,8,499,1974-12-27,True,,repurposed-success,discovery
Carbinoxamine,DB00748,Rhinorrhea,C1260880,Approved,,,8,499,1974-12-27,True,,repurposed-success,discovery
Etodolac,DB00749,Pain,C0030193,Approved,,,2,1103,1991-01-31,True,,repurposed-success,confirmation
Etodolac,DB00749,Degenerative polyarthritis,C0029408,Approved,,,2,1103,1991-01-31,True,,repurposed-success,confirmation
Etodolac,DB00749,Rheumatoid Arthritis,C0003873,Approved,,,2,1103,1991-01-31,True,,repurposed-success,confirmation
Prilocaine,DB00750,Premature Ejaculation,C0033038,Approved,,,0,2265,1965-11-18,True,,original-approval,confirmation
Epinastine,DB00751,Itching of eye,C0022281,Approved,,,1,1027,2003-10-16,True,,repurposed-success,confirmation
Epinastine,DB00751,Allergic Conjunctivitis,C0009766,Approved,,,1,1027,2003-10-16,True,,repurposed-success,confirmation
Tranylcypromine,DB00752,Major Depressive Disorder,C1269683,Approved,,,0,2715,1961-02-21,True,,original-approval,confirmation
Ethotoin,DB00754,Tonic-Clonic Epilepsy,C0014549,Approved,,,1,1088,1957-04-22,True,,repurposed-success,discovery
Ethotoin,DB00754,Epilepsy characterized by intractable complex partial seizures,C2711653,Approved,,,1,1088,1957-04-22,True,,repurposed-success,discovery
Tretinoin,DB00755,Acute Promyelocytic Leukemia,C0023487,Approved,,,4,2721,,False,,repurposed-success,confirmation
Tretinoin,DB00755,Acne Vulgaris,C0001144,Approved,,,4,2721,,False,,repurposed-success,confirmation
Tretinoin,DB00755,Hyperkeratosis,C0870082,Approved,,,4,2721,,False,,repurposed-success,confirmation
Tretinoin,DB00755,Senile lentigo,C0036651,Approved,,,4,2721,,False,,repurposed-success,confirmation
Tretinoin,DB00755,Chloasma,C0025218,Approved,,,4,2721,,False,,repurposed-success,confirmation
Dolasetron,DB00757,Chemotherapy-induced nausea and vomiting,C0401160,Approved,,,0,3931,1997-09-11,True,,original-approval,discovery
Clopidogrel,DB00758,Acute ST segment elevation myocardial infarction (disorder),C1303258,Approved,,,3,708,1997-11-17,True,,repurposed-success,discovery
Clopidogrel,DB00758,Acute Coronary Syndrome,C0948089,Approved,,,3,708,1997-11-17,True,,repurposed-success,discovery
Clopidogrel,DB00758,Non-Q wave myocardial infarction,C0542269,Approved,,,3,708,1997-11-17,True,,repurposed-success,discovery
Clopidogrel,DB00758,Cerebral Embolism,C0007780,Approved,,,3,708,1997-11-17,True,,repurposed-success,discovery
Tetracycline,DB00759,Lymphogranuloma Venereum,C0024286,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Relapsing Fever,C0035021,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Acute gonococcal urethritis,C0275652,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Gonorrhea,C0018081,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Sinusitis,C0037199,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Infection of skin AND/OR subcutaneous tissue,C0178299,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Rickettsialpox,C0035597,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Pelvic Inflammatory Disease,C0242172,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Actinomycosis,C0001261,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Gonorrhea of pharynx,C0149966,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Pneumonia,C0032285,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Rocky Mountain Spotted Fever,C0035793,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Chlamydia trachomatis infection of genital structure,C1997322,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Ophthalmia Neonatorum,C0029076,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Bacterial keratitis,C0854211,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Psittacosis,C0029291,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,TYPHUS,C0041471,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Acute gonococcal epididymo-orchitis,C0153193,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Brucellosis,C0006309,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Trachoma,C0040592,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Bacterial conjunctivitis,C0009768,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Urinary tract infection,C0042029,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Syphilis,C0039128,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Infective otitis media,C0729586,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Pharyngitis,C0031350,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Q Fever,C0034362,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Acute gonococcal endometritis,C0153196,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Granuloma Inguinale,C0018190,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Gonorrhea of rectum,C0275665,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Bronchitis,C0006277,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Yaws,C0043388,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Gingivostomatitis,C0149704,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Acne Vulgaris,C0001144,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Tetracycline,DB00759,Acute gonococcal cervicitis,C0153195,Approved,,,33,2611,1953-11-19,True,,repurposed-success,discovery
Meropenem,DB00760,Infection due to Pseudomonas aeruginosa,C0276075,Approved,,,8,1709,1996-06-21,True,,repurposed-success,confirmation
Meropenem,DB00760,Complicated appendicitis,C1632842,Approved,,,8,1709,1996-06-21,True,,repurposed-success,confirmation
Meropenem,DB00760,Meningococcal meningitis,C0025294,Approved,,,8,1709,1996-06-21,True,,repurposed-success,confirmation
Meropenem,DB00760,Peritonitis,C0031154,Approved,,,8,1709,1996-06-21,True,,repurposed-success,confirmation
Meropenem,DB00760,"Meningitis, Bacterial",C0085437,Approved,,,8,1709,1996-06-21,True,,repurposed-success,confirmation
Meropenem,DB00760,"Meningitis, Pneumococcal",C0025295,Approved,,,8,1709,1996-06-21,True,,repurposed-success,confirmation
Meropenem,DB00760,Streptococcal meningitis,C0154639,Approved,,,8,1709,1996-06-21,True,,repurposed-success,confirmation
Meropenem,DB00760,Intraabdominal Infections,C1112209,Approved,,,8,1709,1996-06-21,True,,repurposed-success,confirmation
Meropenem,DB00760,Abdominal Abscess,C0243001,Approved,,,8,1709,1996-06-21,True,,repurposed-success,confirmation
Potassium Chloride,DB00761,Constipation,C0009806,Approved,,,2,5682,2015-06-18,True,,repurposed-success,confirmation
Potassium Chloride,DB00761,Incomplete passage of stool,C0426639,Approved,,,2,5682,2015-06-18,True,,repurposed-success,confirmation
Potassium Chloride,DB00761,Hypokalemia,C0020621,Approved,,,2,5682,2015-06-18,True,,repurposed-success,confirmation
Methimazole,DB00763,Hyperthyroidism,C0020550,Approved,,,0,1745,1950-06-21,True,,original-approval,confirmation
Mometasone,DB00764,Pruritus of genital organs,C0033777,Approved,,,14,1832,1987-04-30,True,,repurposed-success,confirmation
Mometasone,DB00764,"Lymphoma, T-Cell, Cutaneous",C0079773,Approved,,,14,1832,1987-04-30,True,,repurposed-success,confirmation
Mometasone,DB00764,Lichen Simplex Chronicus,C0149922,Approved,,,14,1832,1987-04-30,True,,repurposed-success,confirmation
Mometasone,DB00764,Seborrheic dermatitis,C0036508,Approved,,,14,1832,1987-04-30,True,,repurposed-success,confirmation
Mometasone,DB00764,Asthma,C0004096,Approved,,,14,1832,1987-04-30,True,,repurposed-success,confirmation
Mometasone,DB00764,Scalp psoriasis,C0406326,Approved,,,14,1832,1987-04-30,True,,repurposed-success,confirmation
Mometasone,DB00764,Chronic small plaque psoriasis,C0406317,Approved,,,14,1832,1987-04-30,True,,repurposed-success,confirmation
Mometasone,DB00764,Pruritus Ani,C0033775,Approved,,,14,1832,1987-04-30,True,,repurposed-success,confirmation
Mometasone,DB00764,Allergic rhinitis (disorder),C2607914,Approved,,,14,1832,1987-04-30,True,,repurposed-success,confirmation
Mometasone,DB00764,Exanthema,C0015230,Approved,,,14,1832,1987-04-30,True,,repurposed-success,confirmation
Mometasone,DB00764,Contact Dermatitis,C0011616,Approved,,,14,1832,1987-04-30,True,,repurposed-success,confirmation
Mometasone,DB00764,Allergic asthma,C0155877,Approved,,,14,1832,1987-04-30,True,,repurposed-success,confirmation
Mometasone,DB00764,Granuloma Annulare,C0085074,Approved,,,14,1832,1987-04-30,True,,repurposed-success,confirmation
Mometasone,DB00764,Intrinsic asthma,C0155880,Approved,,,14,1832,1987-04-30,True,,repurposed-success,confirmation
Mometasone,DB00764,"Lupus Erythematosus, Discoid",C0024138,Approved,,,14,1832,1987-04-30,True,,repurposed-success,confirmation
Metyrosine,DB00765,Pheochromocytoma,C0031511,Approved,,,0,1792,1979-10-03,True,,original-approval,discovery
Clavulanate,DB00766,Escherichia coli urinary tract infection,C0577708,Approved,,,24,669,1984-08-06,True,,repurposed-success,discovery
Clavulanate,DB00766,Pneumonia due to Klebsiella pneumoniae,C0519030,Approved,,,24,669,1984-08-06,True,,repurposed-success,discovery
Clavulanate,DB00766,Klebsiella cystitis,C0520775,Approved,,,24,669,1984-08-06,True,,repurposed-success,discovery
Clavulanate,DB00766,Bacterial sepsis,C0684256,Approved,,,24,669,1984-08-06,True,,repurposed-success,discovery
Clavulanate,DB00766,Bacterial infection due to Klebsiella pneumoniae,C0343402,Approved,,,24,669,1984-08-06,True,,repurposed-success,discovery
Clavulanate,DB00766,Rhinoscleroma,C0035468,Approved,,,24,669,1984-08-06,True,,repurposed-success,discovery
Clavulanate,DB00766,Streptococcal pneumonia,C0155862,Approved,,,24,669,1984-08-06,True,,repurposed-success,discovery
Clavulanate,DB00766,Sepsis due to Staphylococcus aureus,C2887088,Approved,,,24,669,1984-08-06,True,,repurposed-success,discovery
Clavulanate,DB00766,Haemophilus parainfluenzae pneumonia,C0877633,Approved,,,24,669,1984-08-06,True,,repurposed-success,discovery
Clavulanate,DB00766,Osteomyelitis due to Staphylococcus aureus,C1997728,Approved,,,24,669,1984-08-06,True,,repurposed-success,discovery
Clavulanate,DB00766,Bacterial urinary infection,C0729524,Approved,,,24,669,1984-08-06,True,,repurposed-success,discovery
Clavulanate,DB00766,Acute bacterial sinusitis,C0275556,Approved,,,24,669,1984-08-06,True,,repurposed-success,discovery
Clavulanate,DB00766,Pneumonia due to Staphylococcus aureus,C2349530,Approved,,,24,669,1984-08-06,True,,repurposed-success,discovery
Clavulanate,DB00766,Infection of skin AND/OR subcutaneous tissue,C0178299,Approved,,,24,669,1984-08-06,True,,repurposed-success,discovery
Clavulanate,DB00766,Infective otitis media,C0729586,Approved,,,24,669,1984-08-06,True,,repurposed-success,discovery
Clavulanate,DB00766,Moraxella catarrhalis pneumonia,C0857831,Approved,,,24,669,1984-08-06,True,,repurposed-success,discovery
Clavulanate,DB00766,Sepsis due to Pseudomonas,C2887096,Approved,,,24,669,1984-08-06,True,,repurposed-success,discovery
Clavulanate,DB00766,Escherichia coli septicemia,C0276088,Approved,,,24,669,1984-08-06,True,,repurposed-success,discovery
Clavulanate,DB00766,Escherichia coli Infections,C0014836,Approved,,,24,669,1984-08-06,True,,repurposed-success,discovery
Clavulanate,DB00766,Haemophilus influenzae pneumonia,C0276026,Approved,,,24,669,1984-08-06,True,,repurposed-success,discovery
Clavulanate,DB00766,Staphylococcus aureus infection,C1318973,Approved,,,24,669,1984-08-06,True,,repurposed-success,discovery
Clavulanate,DB00766,URINARY TRACT INFECTION CITROBACTER,C0749955,Approved,,,24,669,1984-08-06,True,,repurposed-success,discovery
Clavulanate,DB00766,Urinary tract infection,C0042029,Approved,,,24,669,1984-08-06,True,,repurposed-success,discovery
Clavulanate,DB00766,"Pneumonia, Bacterial",C0004626,Approved,,,24,669,1984-08-06,True,,repurposed-success,discovery
Clavulanate,DB00766,Staphylococcal Pneumonia,C0032308,Approved,,,24,669,1984-08-06,True,,repurposed-success,discovery
Olopatadine,DB00768,Allergic rhinitis (disorder),C2607914,Approved,,,2,1986,1996-12-18,True,,repurposed-success,discovery
Olopatadine,DB00768,Hay fever,C0018621,Approved,,,2,1986,1996-12-18,True,,repurposed-success,discovery
Olopatadine,DB00768,Allergic Conjunctivitis,C0009766,Approved,,,2,1986,1996-12-18,True,,repurposed-success,discovery
Alprostadil,DB00770,Congenital atresia of pulmonary valve,C0242855,Approved,,,4,3864,,False,,repurposed-success,confirmation
Alprostadil,DB00770,Tricuspid Atresia,C0243002,Approved,,,4,3864,,False,,repurposed-success,confirmation
Alprostadil,DB00770,Aortic coarctation,C0003492,Approved,,,4,3864,,False,,repurposed-success,confirmation
Alprostadil,DB00770,Tetralogy of Fallot,C0039685,Approved,,,4,3864,,False,,repurposed-success,confirmation
Alprostadil,DB00770,Erectile dysfunction,C0242350,Approved,,,4,3864,,False,,repurposed-success,confirmation
Clidinium,DB00771,Irritable Bowel Syndrome,C0022104,Approved,,,1,676,,False,,repurposed-success,confirmation
Clidinium,DB00771,Enterocolitis,C0014356,Approved,,,1,676,,False,,repurposed-success,confirmation
Malathion,DB00772,Pediculus capitis infestation,C0030757,Approved,,,0,1626,1982-08-02,True,,original-approval,discovery
Hydroflumethiazide,DB00774,Hypertensive disease,C0020538,Approved,,,1,1392,1959-07-22,True,,repurposed-success,confirmation
Hydroflumethiazide,DB00774,Edema,C0013604,Approved,,,1,1392,1959-07-22,True,,repurposed-success,confirmation
Tirofiban,DB00775,Non-Q wave myocardial infarction,C0542269,Approved,,,1,2680,1998-05-14,True,,repurposed-success,discovery
Tirofiban,DB00775,Acute Coronary Syndrome,C0948089,Approved,,,1,2680,1998-05-14,True,,repurposed-success,discovery
Oxcarbazepine,DB00776,Epilepsy characterized by intractable complex partial seizures,C2711653,Approved,,,2,2017,2000-01-14,True,,repurposed-success,discovery
Oxcarbazepine,DB00776,"Epilepsies, Partial",C0014547,Approved,,,2,2017,2000-01-14,True,,repurposed-success,discovery
Oxcarbazepine,DB00776,Simple Partial Seizures,C0234974,Approved,,,2,2017,2000-01-14,True,,repurposed-success,discovery
Phenelzine,DB00780,Depressive disorder,C0011581,Approved,,,0,2123,1961-06-09,True,,original-approval,confirmation
Polymyxin B Sulfate,DB00781,Infective blepharitis,C0729587,Approved,,,9,4246,1957-03-26,True,,repurposed-success,confirmation
Polymyxin B Sulfate,DB00781,Blepharoconjunctivitis,C0005743,Approved,,,9,4246,1957-03-26,True,,repurposed-success,confirmation
Polymyxin B Sulfate,DB00781,Uveitis,C0042164,Approved,,,9,4246,1957-03-26,True,,repurposed-success,confirmation
Polymyxin B Sulfate,DB00781,Corneal abrasion,C0010032,Approved,,,9,4246,1957-03-26,True,,repurposed-success,confirmation
Polymyxin B Sulfate,DB00781,Urinary tract infection,C0042029,Approved,,,9,4246,1957-03-26,True,,repurposed-success,confirmation
Polymyxin B Sulfate,DB00781,Bacterial conjunctivitis,C0009768,Approved,,,9,4246,1957-03-26,True,,repurposed-success,confirmation
Polymyxin B Sulfate,DB00781,Otitis Externa,C0029878,Approved,,,9,4246,1957-03-26,True,,repurposed-success,confirmation
Polymyxin B Sulfate,DB00781,Keratitis,C0022568,Approved,,,9,4246,1957-03-26,True,,repurposed-success,confirmation
Polymyxin B Sulfate,DB00781,Bacterial keratitis,C0854211,Approved,,,9,4246,1957-03-26,True,,repurposed-success,confirmation
Polymyxin B Sulfate,DB00781,Bacterial sepsis,C0684256,Approved,,,9,4246,1957-03-26,True,,repurposed-success,confirmation
Propantheline,DB00782,Peptic Ulcer,C0030920,Approved,,,0,2293,1953-04-02,True,,original-approval,confirmation
Mefenamic acid,DB00784,Dysmenorrhea,C0013390,Approved,,,1,1663,1967-03-28,True,,repurposed-success,confirmation
Mefenamic acid,DB00784,Pain,C0030193,Approved,,,1,1663,1967-03-28,True,,repurposed-success,confirmation
