drug_name,drug_id,ind_name,ind_id,status,phase,DetailedStatus
Dexamethasone,DB01234,Berylliosis,C0005138,Approved,,
Dexamethasone,DB01234,Rheumatoid Arthritis,C0003873,Approved,,
Dexamethasone,DB01234,Sarcoidosis,C0036202,Approved,,
Dexamethasone,DB01234,Thyroiditis,C0040147,Approved,,
Dexamethasone,DB01234,Multiple Myeloma,C0026764,Approved,,
Dexamethasone,DB01234,"Lymphoma, Follicular",C0024301,Approved,,
Dexamethasone,DB01234,Contact Dermatitis,C0011616,Approved,,
Dexamethasone,DB01234,Infective blepharitis,C0729587,Approved,,
Dexamethasone,DB01234,Dermatologic disorders,C0037274,Approved,,
Dexamethasone,DB01234,"Lymphoma, Non-Hodgkin",C0024305,Approved,,
Dexamethasone,DB01234,Pemphigus,C0030807,Approved,,
Dexamethasone,DB01234,Iritis,C0022081,Approved,,
Dexamethasone,DB01234,Simple Pulmonary Eosinophilia,C0242459,Approved,,
Dexamethasone,DB01234,Acute lymphocytic leukemia,C0023449,Approved,,
Dexamethasone,DB01234,Cooley's anemia,C0002875,Approved,,
Dexamethasone,DB01234,Allergic otitis externa,C1320547,Approved,,
Dexamethasone,DB01234,Keratitis,C0022568,Approved,,
Dexamethasone,DB01234,"Lymphoma, T-Cell, Cutaneous",C0079773,Approved,,
Dexamethasone,DB01234,Multiple Sclerosis,C0026769,Approved,,
Dexamethasone,DB01234,Bursitis,C0006444,Approved,,
Dexamethasone,DB01234,Otitis Externa,C0029878,Approved,,
Dexamethasone,DB01234,Rosacea,C0035854,Approved,,
Dexamethasone,DB01234,"Lupus Erythematosus, Systemic",C0024141,Approved,,
Dexamethasone,DB01234,"Anemia, Diamond-Blackfan",C1260899,Approved,,
Dexamethasone,DB01234,Musculoskeletal Diseases,C0026857,Approved,,
Dexamethasone,DB01234,"Arthritis, Gouty",C0003868,Approved,,
Dexamethasone,DB01234,Nephrotic Syndrome,C0027726,Approved,,
Dexamethasone,DB01234,Punctate keratopathy,C0423234,Approved,,
Dexamethasone,DB01234,Laryngeal Edema,C0023052,Approved,,
Dexamethasone,DB01234,"Arthritis, Psoriatic",C0003872,Approved,,
Dexamethasone,DB01234,Uveitis,C0042164,Approved,,
Dexamethasone,DB01234,Diffuse Large B-Cell Lymphoma,C0079744,Approved,,
Dexamethasone,DB01234,Anterior uveitis,C0042165,Approved,,
Dexamethasone,DB01234,Malignant otitis externa due to Pseudomonas aeruginosa,C0395818,Approved,,
Dexamethasone,DB01234,Burkitt Lymphoma,C0006413,Approved,,
Dexamethasone,DB01234,Adrenal cortical hypofunction,C0405580,Approved,,
Dexamethasone,DB01234,Corneal Perforation,C0339293,Approved,,
Dexamethasone,DB01234,Central retinal vein occlusion with macular edema,C0339498,Approved,,
Acetylcysteine,DB06151,Poisoning by acetaminophen,C0237963,Approved,,
Acetylcysteine,DB06151,Bronchiectasis,C0006267,Approved,,
Acetylcysteine,DB06151,Bronchitis,C0006277,Approved,,
Acetylcysteine,DB06151,Amyloidosis,C0002726,Approved,,
Acetylcysteine,DB06151,Pulmonary Cystic Fibrosis,C0392164,Approved,,
Panobinostat,DB06603,"Lymphoma, T-Cell, Cutaneous",C0079773,Approved,,
Panobinostat,DB06603,Multiple Myeloma,C0026764,Approved,,
Methyltestosterone,DB06710,Testicular hypogonadism,C0151721,Approved,,
Methyltestosterone,DB06710,Deficiency of testosterone biosynthesis,C0342527,Approved,,
Methyltestosterone,DB06710,Hormone receptor positive malignant neoplasm of breast,C1562029,Approved,,
Methyltestosterone,DB06710,Hot flushes,C0600142,Approved,,
Methyltestosterone,DB06710,Delayed Puberty,C0034012,Approved,,
Methylnaltrexone,DB06800,Drug-induced constipation,C0267511,Approved,,
Sodium thiosulfate,DB09499,Toxic effect of cyanide,C0238080,Approved,,
Levoleucovorin,DB11596,Poisoning by sulfadiazine,C0274462,Approved,,
Levoleucovorin,DB11596,Methotrexate poisoning,C0568062,Approved,,
Levoleucovorin,DB11596,Poisoning by pyrimethamine,C0274478,Approved,,
Levoleucovorin,DB11596,"Anemia, Megaloblastic",C0002888,Approved,,
Levoleucovorin,DB11596,Folic Acid Deficiency,C0016412,Approved,,
Prednisolone,DB00860,Pneumocystis jiroveci pneumonia,C1535939,Terminated,Phase 3,
Trimetrexate,DB00959,Pneumocystis jiroveci pneumonia,C1535939,Terminated,Phase 3,
Prednisolone,DB00860,Pneumocystis jiroveci pneumonia,C1535939,Withdrawn,Phase 3,
,DB00959,Pneumocystis jiroveci pneumonia,C1535939,Withdrawn,Phase 3,
Doxorubicin,DB00997,Cardiotoxicity,C0876994,Terminated,Phase 3,Administratively complete.
Doxorubicin,DB00997,Inflammatory Breast Carcinoma,C0278601,Terminated,Phase 3,Administratively complete.
Hydrocortisone,DB00741,leukemia,C0023418,Withdrawn,Phase 3,
,DB00987,leukemia,C0023418,Withdrawn,Phase 3,
Doxorubicin,DB00997,stage III adult soft tissue sarcoma,C0278663,Withdrawn,Phase 2,
Ifosfamide,DB01181,stage III adult soft tissue sarcoma,C0278663,Withdrawn,Phase 2,
Doxorubicin,DB00997,recurrent adult soft tissue sarcoma,C0278665,Withdrawn,Phase 2,
Ifosfamide,DB01181,recurrent adult soft tissue sarcoma,C0278665,Withdrawn,Phase 2,
Doxorubicin,DB00997,"soft tissue sarcoma, adult, stage IVA",C0279771,Withdrawn,Phase 2,
Ifosfamide,DB01181,"soft tissue sarcoma, adult, stage IVA",C0279771,Withdrawn,Phase 2,
Doxorubicin,DB00997,"soft tissue sarcoma, adult, stage IIB",C0796438,Withdrawn,Phase 2,
Ifosfamide,DB01181,"soft tissue sarcoma, adult, stage IIB",C0796438,Withdrawn,Phase 2,
Doxorubicin,DB00997,"soft tissue sarcoma, adult, stage IIC",C0796439,Withdrawn,Phase 2,
Ifosfamide,DB01181,"soft tissue sarcoma, adult, stage IIC",C0796439,Withdrawn,Phase 2,
Thalidomide,DB01041,Malignant tumor of colon,C0007102,Terminated,Phase 2,DSMB recommended closure of the protocol due to slow accrual.
Levoleucovorin,DB11596,Cardiotoxicity,C0876994,Terminated,Phase 2,
Cytarabine,DB00987,leukemia,C0023418,Terminated,Phase 2,
Carboplatin,DB00958,"unspecified adult solid tumor, protocol specific",C0279004,Terminated,Phase 1,Administratively complete.
Doxorubicin,DB00997,Primary Systemic Amyloidosis,C0281479,Terminated,Phase 1,Administratively complete.
Irinotecan,DB00762,Malignant tumor of colon,C0007102,Terminated,Phase 2,
Doxorubicin,DB00997,Ewings sarcoma,C0553580,Terminated,Phase 2,Low Accrual
Irinotecan,DB00762,Colorectal Neoplasms,C0009404,Terminated,Phase 2,
Irinotecan,DB00762,Diarrhea,C0011991,Terminated,Phase 2,
Levoleucovorin,DB11596,Malignant tumor of colon,C0007102,Terminated,Phase 2,low accrual
Carboplatin,DB00958,Non-small cell lung cancer stage IIIB,C0278984,Terminated,Phase 3,
Carboplatin,DB00958,Non-small cell lung cancer metastatic,C0278987,Terminated,Phase 3,
Etoposide,DB00773,Malignant neoplasm of lung,C0242379,Terminated,Phase 2,Closed due to lack of drug availability.
Fluorouracil,DB00544,Solid tumour,C0280100,Terminated,Phase 1,
Fluorouracil,DB00544,Adenocarcinoma of colon,C0338106,Terminated,Phase 2,Administratively complete.
Irinotecan,DB00762,Adenocarcinoma of colon,C0338106,Terminated,Phase 2,Administratively complete.
Levoleucovorin,DB11596,Adenocarcinoma of colon,C0338106,Terminated,Phase 2,Administratively complete.
Fluorouracil,DB00544,Adenocarcinoma of rectum,C0149978,Terminated,Phase 2,Administratively complete.
Irinotecan,DB00762,Adenocarcinoma of rectum,C0149978,Terminated,Phase 2,Administratively complete.
Levoleucovorin,DB11596,Adenocarcinoma of rectum,C0149978,Terminated,Phase 2,Administratively complete.
Fluorouracil,DB00544,Mucinous adenocarcinoma of colon,C0279639,Terminated,Phase 2,Administratively complete.
Irinotecan,DB00762,Mucinous adenocarcinoma of colon,C0279639,Terminated,Phase 2,Administratively complete.
Levoleucovorin,DB11596,Mucinous adenocarcinoma of colon,C0279639,Terminated,Phase 2,Administratively complete.
Fluorouracil,DB00544,mucinous adenocarcinoma of rectum,C0279652,Terminated,Phase 2,Administratively complete.
Irinotecan,DB00762,mucinous adenocarcinoma of rectum,C0279652,Terminated,Phase 2,Administratively complete.
Levoleucovorin,DB11596,mucinous adenocarcinoma of rectum,C0279652,Terminated,Phase 2,Administratively complete.
Fluorouracil,DB00544,Colon cancer recurrent,C0278553,Terminated,Phase 2,Administratively complete.
Irinotecan,DB00762,Colon cancer recurrent,C0278553,Terminated,Phase 2,Administratively complete.
Levoleucovorin,DB11596,Colon cancer recurrent,C0278553,Terminated,Phase 2,Administratively complete.
Fluorouracil,DB00544,Recurrent Rectal Cancer,C0278554,Terminated,Phase 2,Administratively complete.
Irinotecan,DB00762,Recurrent Rectal Cancer,C0278554,Terminated,Phase 2,Administratively complete.
Levoleucovorin,DB11596,Recurrent Rectal Cancer,C0278554,Terminated,Phase 2,Administratively complete.
Fluorouracil,DB00544,signet ring adenocarcinoma of the colon,C0279640,Terminated,Phase 2,Administratively complete.
Irinotecan,DB00762,signet ring adenocarcinoma of the colon,C0279640,Terminated,Phase 2,Administratively complete.
Levoleucovorin,DB11596,signet ring adenocarcinoma of the colon,C0279640,Terminated,Phase 2,Administratively complete.
Fluorouracil,DB00544,signet ring adenocarcinoma of the rectum,C0279654,Terminated,Phase 2,Administratively complete.
Irinotecan,DB00762,signet ring adenocarcinoma of the rectum,C0279654,Terminated,Phase 2,Administratively complete.
Levoleucovorin,DB11596,signet ring adenocarcinoma of the rectum,C0279654,Terminated,Phase 2,Administratively complete.
Doxorubicin,DB00997,ovarian neoplasm,C0919267,Terminated,Phase 2,
Carboplatin,DB00958,Malignant neoplasm of lung,C0242379,Withdrawn,Phase 3,Not opened at Fox Chase Cancer Center
Fluorouracil,DB00544,Adenocarcinoma Of Esophagus,C0279628,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen)
Fluorouracil,DB00544,Adenocarcinoma of the gastroesophageal junction,C1332166,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen)
Fluorouracil,DB00544,diffuse adenocarcinoma of the stomach,C0279635,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen)
Fluorouracil,DB00544,intestinal adenocarcinoma of the stomach,C0279633,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen)
Fluorouracil,DB00544,mixed adenocarcinoma of the stomach,C0279638,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen)
Fluorouracil,DB00544,Oesophageal carcinoma recurrent,C0854761,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen)
Fluorouracil,DB00544,recurrent gastric cancer,C0278502,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen)
Fluorouracil,DB00544,Squamous cell carcinoma of esophagus,C0279626,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen)
Fluorouracil,DB00544,Stage IIIC Gastric Cancer,C2981365,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen)
Fluorouracil,DB00544,Esophageal neoplasm metastatic,C0278562,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen)
Carboplatin,DB00958,Malignant neoplasm of lung,C0242379,Terminated,Phase 2,Low accrual rate
Prednisolone,DB00860,Chronic myeloproliferative disorder,C1292778,Terminated,Phase 2,Trial was withdrawn for drug availability issues.
,DB00959,Chronic myeloproliferative disorder,C1292778,Terminated,Phase 2,Trial was withdrawn for drug availability issues.
Prednisolone,DB00860,leukemia,C0023418,Terminated,Phase 2,Trial was withdrawn for drug availability issues.
,DB00959,leukemia,C0023418,Terminated,Phase 2,Trial was withdrawn for drug availability issues.
Fluorouracil,DB00544,Colorectal Neoplasms,C0009404,Terminated,Phase 2,
Leucovorin,DB00650,Recurrent Rectal Cancer,C0278554,Terminated,Phase 3,Administratively complete.
Leucovorin,DB00650,signet ring adenocarcinoma of the rectum,C0279654,Terminated,Phase 3,Administratively complete.
Fluorouracil,DB00544,Stage IIA Rectal Cancer,C3897537,Terminated,Phase 3,Administratively complete.
Leucovorin,DB00650,Stage IIA Rectal Cancer,C3897537,Terminated,Phase 3,Administratively complete.
Irinotecan,DB00762,Stage IIA Rectal Cancer,C3897537,Terminated,Phase 3,Administratively complete.
Levoleucovorin,DB11596,Stage IIA Rectal Cancer,C3897537,Terminated,Phase 3,Administratively complete.
Fluorouracil,DB00544,Stage IIB Rectal Cancer,C3897536,Terminated,Phase 3,Administratively complete.
Leucovorin,DB00650,Stage IIB Rectal Cancer,C3897536,Terminated,Phase 3,Administratively complete.
Irinotecan,DB00762,Stage IIB Rectal Cancer,C3897536,Terminated,Phase 3,Administratively complete.
Levoleucovorin,DB11596,Stage IIB Rectal Cancer,C3897536,Terminated,Phase 3,Administratively complete.
Fluorouracil,DB00544,Stage IIC Rectal Cancer,C3897535,Terminated,Phase 3,Administratively complete.
Leucovorin,DB00650,Stage IIC Rectal Cancer,C3897535,Terminated,Phase 3,Administratively complete.
Irinotecan,DB00762,Stage IIC Rectal Cancer,C3897535,Terminated,Phase 3,Administratively complete.
Levoleucovorin,DB11596,Stage IIC Rectal Cancer,C3897535,Terminated,Phase 3,Administratively complete.
Fluorouracil,DB00544,Stage IIIA Rectal Cancer,C3897531,Terminated,Phase 3,Administratively complete.
Leucovorin,DB00650,Stage IIIA Rectal Cancer,C3897531,Terminated,Phase 3,Administratively complete.
Irinotecan,DB00762,Stage IIIA Rectal Cancer,C3897531,Terminated,Phase 3,Administratively complete.
Levoleucovorin,DB11596,Stage IIIA Rectal Cancer,C3897531,Terminated,Phase 3,Administratively complete.
Fluorouracil,DB00544,Stage IIIB Rectal Cancer,C3897528,Terminated,Phase 3,Administratively complete.
Leucovorin,DB00650,Stage IIIB Rectal Cancer,C3897528,Terminated,Phase 3,Administratively complete.
Irinotecan,DB00762,Stage IIIB Rectal Cancer,C3897528,Terminated,Phase 3,Administratively complete.
Levoleucovorin,DB11596,Stage IIIB Rectal Cancer,C3897528,Terminated,Phase 3,Administratively complete.
Fluorouracil,DB00544,Stage IIIC Rectal Cancer,C3897525,Terminated,Phase 3,Administratively complete.
Leucovorin,DB00650,Stage IIIC Rectal Cancer,C3897525,Terminated,Phase 3,Administratively complete.
Irinotecan,DB00762,Stage IIIC Rectal Cancer,C3897525,Terminated,Phase 3,Administratively complete.
Levoleucovorin,DB11596,Stage IIIC Rectal Cancer,C3897525,Terminated,Phase 3,Administratively complete.
Fluorouracil,DB00544,Stage IVA Rectal Cancer,C3897520,Terminated,Phase 3,Administratively complete.
Leucovorin,DB00650,Stage IVA Rectal Cancer,C3897520,Terminated,Phase 3,Administratively complete.
Irinotecan,DB00762,Stage IVA Rectal Cancer,C3897520,Terminated,Phase 3,Administratively complete.
Levoleucovorin,DB11596,Stage IVA Rectal Cancer,C3897520,Terminated,Phase 3,Administratively complete.
Fluorouracil,DB00544,Stage IVB Rectal Cancer,C3897513,Terminated,Phase 3,Administratively complete.
Leucovorin,DB00650,Stage IVB Rectal Cancer,C3897513,Terminated,Phase 3,Administratively complete.
Irinotecan,DB00762,Stage IVB Rectal Cancer,C3897513,Terminated,Phase 3,Administratively complete.
Levoleucovorin,DB11596,Stage IVB Rectal Cancer,C3897513,Terminated,Phase 3,Administratively complete.
Leucovorin,DB00650,mucinous adenocarcinoma of rectum,C0279652,Terminated,Phase 3,Administratively complete.
Capecitabine,DB01101,Malignant tumor of colon,C0007102,Terminated,Phase 1/Phase 2,Withdrawn due to poor/low accrual
Capecitabine,DB00650,Adenocarcinoma of colon,C0338106,Terminated,Phase 3,Administratively complete.
Levoleucovorin,DB01101,Adenocarcinoma of colon,C0338106,Terminated,Phase 3,Administratively complete.
Capecitabine,DB00650,Adenocarcinoma of rectum,C0149978,Terminated,Phase 3,Administratively complete.
Levoleucovorin,DB01101,Adenocarcinoma of rectum,C0149978,Terminated,Phase 3,Administratively complete.
Capecitabine,DB00650,Colon cancer recurrent,C0278553,Terminated,Phase 3,Administratively complete.
Levoleucovorin,DB01101,Colon cancer recurrent,C0278553,Terminated,Phase 3,Administratively complete.
Levoleucovorin,DB01101,Recurrent Rectal Cancer,C0278554,Terminated,Phase 3,Administratively complete.
Fluorouracil,DB00544,Secondary malignant neoplasm of liver,C0494165,Terminated,Phase 2,Administratively complete.
,DB01101,Secondary malignant neoplasm of liver,C0494165,Terminated,Phase 2,Administratively complete.
Irinotecan,DB00762,Malignant tumor of colon,C0007102,Withdrawn,Phase 2,poor accrual
Levoleucovorin,DB11596,Malignant tumor of colon,C0007102,Withdrawn,Phase 2,poor accrual
Fluorouracil,DB00544,Biliary Tract Cancer,C0750952,Terminated,Phase 3,Futility reasons after Independent Data Monitoring Committee interim analysis
Doxorubicin,DB00997,recurrent adult soft tissue sarcoma,C0278665,Terminated,Phase 2,
Thalidomide,DB01041,recurrent adult soft tissue sarcoma,C0278665,Terminated,Phase 2,
Ifosfamide,DB01181,recurrent adult soft tissue sarcoma,C0278665,Terminated,Phase 2,
Doxorubicin,DB00997,stage I adult soft tissue sarcoma,C0278661,Terminated,Phase 2,
Thalidomide,DB01041,stage I adult soft tissue sarcoma,C0278661,Terminated,Phase 2,
Ifosfamide,DB01181,stage I adult soft tissue sarcoma,C0278661,Terminated,Phase 2,
Doxorubicin,DB00997,stage II adult soft tissue sarcoma,C0278662,Terminated,Phase 2,
Thalidomide,DB01041,stage II adult soft tissue sarcoma,C0278662,Terminated,Phase 2,
Ifosfamide,DB01181,stage II adult soft tissue sarcoma,C0278662,Terminated,Phase 2,
Doxorubicin,DB00997,stage III adult soft tissue sarcoma,C0278663,Terminated,Phase 2,
Thalidomide,DB01041,stage III adult soft tissue sarcoma,C0278663,Terminated,Phase 2,
Ifosfamide,DB01181,stage III adult soft tissue sarcoma,C0278663,Terminated,Phase 2,
Doxorubicin,DB00997,contiguous stage II adult diffuse large cell lymphoma,C0677695,Terminated,Phase 2,
Doxorubicin,DB00997,Mucosa-Associated Lymphoid Tissue Lymphoma,C0242647,Terminated,Phase 2,
Doxorubicin,DB00997,Monocytoid B-cell lymphoma,C0855139,Terminated,Phase 2,
Doxorubicin,DB00997,noncontiguous stage II adult diffuse large cell lymphoma,C0677709,Terminated,Phase 2,
Doxorubicin,DB00997,Splenic Marginal Zone B-Cell Lymphoma,C0349632,Terminated,Phase 2,
Doxorubicin,DB00997,stage I adult diffuse large cell lymphoma,C0279960,Terminated,Phase 2,
Doxorubicin,DB00997,Malignant lymphoma of testis,C0349644,Terminated,Phase 2,
Ifosfamide,DB01181,"unspecified adult solid tumor, protocol specific",C0279004,Terminated,Phase 1,Administratively complete.
Melphalan,DB01042,refractory plasma cell neoplasm,C0278620,Withdrawn,Phase 2,
Fludarabine,DB01073,recurrent grade 1 follicular lymphoma,C0280182,Terminated,Phase 2,
Fludarabine,DB01073,recurrent grade 2 follicular lymphoma,C0280183,Terminated,Phase 2,
Fludarabine,DB01073,B-cell small lymphocytic lymphoma recurrent,C0855096,Terminated,Phase 2,
Thalidomide,DB01041,Reflex Sympathetic Dystrophy,C0034931,Terminated,Phase 2,Interim analysis showed the primary outcome was not reached
Doxorubicin,DB00997,stage III adult diffuse large cell lymphoma,C0280162,Terminated,Phase 2,
Doxorubicin,DB00997,stage IV adult diffuse large cell lymphoma,C0280175,Terminated,Phase 2,
Irinotecan,DB00762,Liver neoplasms,C0023903,Terminated,Phase 2,After 1 year only 2 subjects enrolled and treated thus no meaningful efficacy analyses could
Levoleucovorin,DB11596,Malignant neoplasm of stomach,C0024623,Terminated,Phase 2,
Ifosfamide,DB01181,extragonadal germ cell tumor,C0262963,Terminated,Phase 3,poor accrual
Thalidomide,DB01041,Stomatitis,C0038362,Terminated,Phase 2,unable to enroll adequate subjects
Fludarabine,DB01073,"Leukemia, Myelocytic, Acute",C0023467,Terminated,Phase 3,insufficient patient recruitement
Etoposide,DB00773,Atypical Burkitt's lymphoma,C1629504,Terminated,Phase 2,closed due to slow accrual
Cytarabine,DB00987,Atypical Burkitt's lymphoma,C1629504,Terminated,Phase 2,closed due to slow accrual
Doxorubicin,DB00997,Atypical Burkitt's lymphoma,C1629504,Terminated,Phase 2,closed due to slow accrual
Ifosfamide,DB01181,Atypical Burkitt's lymphoma,C1629504,Terminated,Phase 2,closed due to slow accrual
Fluorouracil,DB00544,Adenocarcinoma,C0001418,Terminated,Phase 2,drug now on market
Capecitabine,DB00762,Adenocarcinoma,C0001418,Terminated,Phase 2,drug now on market
,DB01101,Adenocarcinoma,C0001418,Terminated,Phase 2,drug now on market
Cytarabine,DB00987,adult acute basophilic leukemia,C0279631,Terminated,Phase 2,Administratively complete.
Cytarabine,DB00987,adult acute eosinophilic leukemia,C0279630,Terminated,Phase 2,Administratively complete.
Cytarabine,DB00987,adult acute megakaryoblastic leukemia (M7),C0279632,Terminated,Phase 2,Administratively complete.
Cytarabine,DB00987,adult acute minimally differentiated myeloid leukemia (M0),C0281641,Terminated,Phase 2,Administratively complete.
Cytarabine,DB00987,adult acute monoblastic leukemia (M5a),C0279629,Terminated,Phase 2,Administratively complete.
Cytarabine,DB00987,adult acute monocytic leukemia (M5b),C0280634,Terminated,Phase 2,Administratively complete.
Cytarabine,DB00987,adult acute myeloblastic leukemia with maturation (M2),C0279624,Terminated,Phase 2,Administratively complete.
Cytarabine,DB00987,Adult Acute Myeloid Leukemia without Maturation,C0279623,Terminated,Phase 2,Administratively complete.
Cytarabine,DB00987,adult acute myeloid leukemia with 11q23 (MLL) abnormalities,C1541334,Terminated,Phase 2,Administratively complete.
Cytarabine,DB00987,adult acute myelomonocytic leukemia (M4),C0279627,Terminated,Phase 2,Administratively complete.
Cytarabine,DB00987,adult erythroleukemia (M6a),C1541339,Terminated,Phase 2,Administratively complete.
Cytarabine,DB00987,adult pure erythroid leukemia (M6b),C1541340,Terminated,Phase 2,Administratively complete.
Cytarabine,DB00987,childhood acute basophilic leukemia,C0279649,Terminated,Phase 2,Administratively complete.
Cytarabine,DB00987,childhood acute eosinophilic leukemia,C0279648,Terminated,Phase 2,Administratively complete.
Cytarabine,DB00987,childhood acute erythroleukemia (M6),C0279647,Terminated,Phase 2,Administratively complete.
Cytarabine,DB00987,childhood acute megakaryocytic leukemia (M7),C0279650,Terminated,Phase 2,Administratively complete.
Cytarabine,DB00987,childhood acute myeloblastic leukemia with maturation (M2),C0279636,Terminated,Phase 2,Administratively complete.
Cytarabine,DB00987,childhood acute myeloblastic leukemia without maturation (M1),C0279634,Terminated,Phase 2,Administratively complete.
Cytarabine,DB00987,childhood acute myelomonocytic leukemia (M4),C0279644,Terminated,Phase 2,Administratively complete.
Cytarabine,DB00987,secondary acute myeloid leukemia,C0280449,Terminated,Phase 2,Administratively complete.
Cytarabine,DB00987,untreated adult acute myeloid leukemia,C0279089,Terminated,Phase 2,Administratively complete.
Cytarabine,DB00987,untreated childhood acute myeloid leukemia and other myeloid malignancies,C0279090,Terminated,Phase 2,Administratively complete.
Thalidomide,DB01041,Waldenstrom Macroglobulinemia,C0024419,Terminated,Phase 2,Toxicity
Irinotecan,DB00762,Colonic Neoplasms,C0009375,Terminated,Phase 2,
Irinotecan,DB00762,Rectal Neoplasms,C0034885,Terminated,Phase 2,
Irinotecan,DB00762,Appendiceal Neoplasms,C0003614,Terminated,Phase 2,
Irinotecan,DB00762,Peritoneal Neoplasms,C0031149,Terminated,Phase 2,
Irinotecan,DB00762,Endocrine Gland Neoplasms,C0014132,Terminated,Phase 2,
Estradiol,DB00783,Malignant epithelial neoplasm of female breast,C3163805,Terminated,Phase 2,Insufficient accrual
Doxorubicin,DB00997,Primary Effusion Lymphoma,C1292753,Terminated,Phase 2,Insufficient Accrual
Fludarabine,DB01073,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",C0334634,Terminated,Phase 2,Insufficient accrual
Mitoxantrone,DB01204,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",C0334634,Terminated,Phase 2,Insufficient accrual
Fluorouracil,DB00544,Carcinoma of unknown primary,C0220647,Terminated,Phase 2,recruitment goals met
Carboplatin,DB00958,Carcinoma of unknown primary,C0220647,Terminated,Phase 2,recruitment goals met
Capecitabine,DB01101,Carcinoma of unknown primary,C0220647,Terminated,Phase 2,recruitment goals met
Dexamethasone,DB01234,Malignant neoplasm of lung,C0242379,Terminated,Phase 2,slow accrual
Etoposide,DB00773,long-term effects secondary to cancer therapy in children,C0280954,Suspended,Phase 1,OHSU IRB closed study to further enrollment 2/17/2006
Acetylcysteine,DB00958,long-term effects secondary to cancer therapy in children,C0280954,Suspended,Phase 1,OHSU IRB closed study to further enrollment 2/17/2006
Sodium thiosulfate,DB06151,long-term effects secondary to cancer therapy in children,C0280954,Suspended,Phase 1,OHSU IRB closed study to further enrollment 2/17/2006
,DB01234,Multiple Myeloma,C0026764,Withdrawn,Phase 2,"PI left institution, study closed September 2009"
,DB01234,"Lymphoma, Non-Hodgkin",C0024305,Terminated,Phase 2,Low rate of accrual
Azacitidine,DB00928,leukemia,C0023418,Terminated,Phase 1,The study was closed due to poor enrollment
Capecitabine,DB00544,Malignant tumor of colon,C0007102,Terminated,Phase 3,The study was terminated due to low accrual.
Mitoxantrone,DB01204,leukemia,C0023418,Terminated,Phase 2,"If </= 5 of the initial 18 patients had a CR, the study would be stopped. Only 5 patients"
Doxorubicin,DB00997,Neoplasm Metastasis,C0027627,Terminated,Phase 2,wothdrawal of sponsor
Irinotecan,DB00762,Astrocytoma,C0004114,Terminated,Phase 2,Principal Investigator left Moffitt and study had low accrual.
Carboplatin,DB00958,Esophageal Neoplasms,C0014859,Terminated,Phase 2,Low accrual
Azacitidine,DB00928,Chronic myeloproliferative disorder,C1292778,Terminated,Phase 2,Due to lack of accrual and trial has demonstrated too little clinical benefit
Azacitidine,DB00928,Myelofibrosis due to another disorder,C0242006,Terminated,Phase 2,Due to lack of accrual and trial has demonstrated too little clinical benefit
Carboplatin,DB00958,untreated childhood medulloblastoma,C0338341,Suspended,Phase 3,Temporarily stopped for assessment
Carboplatin,DB00958,untreated childhood supratentorial primitive neuroectodermal tumors,C0338333,Suspended,Phase 3,Temporarily stopped for assessment
Carboplatin,DB00958,cognitive/functional effects,C0935657,Withdrawn,Phase 1/Phase 2,"after original approval, IRB closed enrollment; major revisions required to re-open."
Sodium thiosulfate,DB09499,cognitive/functional effects,C0935657,Withdrawn,Phase 1/Phase 2,"after original approval, IRB closed enrollment; major revisions required to re-open."
,DB01234,Multiple Myeloma,C0026764,Terminated,Phase 2,Lack of recruitable patients
Fluorouracil,DB00544,Esophageal Neoplasms,C0014859,Terminated,Phase 1,low accrual
,DB01101,Esophageal Neoplasms,C0014859,Terminated,Phase 1,low accrual
Capecitabine,DB00958,Adenocarcinoma,C0001418,Terminated,Phase 1,low accrual
Carboplatin,DB00958,Adenocarcinoma of lung (disorder),C0152013,Terminated,Phase 1,
Carboplatin,DB00958,Large cell carcinoma of lung,C0345958,Terminated,Phase 1,
Carboplatin,DB00958,Non-small cell lung cancer stage II,C0278505,Terminated,Phase 1,
Carboplatin,DB00958,Non-small cell lung cancer stage IIIA,C0278983,Terminated,Phase 1,
Fluorouracil,DB00544,Squamous cell carcinoma,C0007137,Terminated,Phase 2,Safety reasons
Azacitidine,DB00928,Multiple Myeloma,C0026764,Terminated,Phase 2,Lack of efficacy
Dexamethasone,DB01234,B-Cell Lymphomas,C0079731,Terminated,Phase 2,
Etoposide,DB00773,Non-Small Cell Lung Carcinoma,C0007131,Terminated,Phase 1/Phase 2,Negative sorafenib results from ESCAPE trial and safety concerns of regimen
Methylprednisolone,DB00860,Multiple Sclerosis,C0026769,Terminated,Phase 3,low enrollment
